Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10228530,2019-10-16 17:20:06,2019-10-03 16:23:01,32428699,2432152425,0,75,961,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/228/SRR10228530.sralite.1,SRX6948081,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP109627,PRJNA390893,,390893,SRS5475993,SAMN12909106,simple,9606,Homo sapiens,GSM4106765,,,,,,,no,,,,,GEO,SRA575769,,public,D24020BEE32788A39EF1720B24649A80,D8C9324CCDED7FB71A04411A36B95CAA
SRR10228531,2019-10-16 17:20:06,2019-10-03 15:53:11,24246474,1818485550,0,75,720,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/228/SRR10228531.sralite.1,SRX6948082,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP109627,PRJNA390893,,390893,SRS5475994,SAMN12909105,simple,9606,Homo sapiens,GSM4106766,,,,,,,no,,,,,GEO,SRA575769,,public,3BC9498AE8517F378365F9AB6B710DD6,05BEAFE6E187784FA72793D9DC5CE5F0
SRR10228532,2019-10-16 17:20:06,2019-10-03 15:55:53,29386839,2204012925,0,75,876,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/228/SRR10228532.sralite.1,SRX6948083,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP109627,PRJNA390893,,390893,SRS5475995,SAMN12909104,simple,9606,Homo sapiens,GSM4106767,,,,,,,no,,,,,GEO,SRA575769,,public,1154927BC169E89A16D0E00079213F1B,3488DCFCF2BCD43342C3A7275D38BE87
SRR10228536,2019-10-16 17:20:06,2019-10-03 15:53:41,27731742,2079880650,0,75,819,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/228/SRR10228536.sralite.1,SRX6948079,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP109627,PRJNA390893,,390893,SRS5475991,SAMN12909100,simple,9606,Homo sapiens,GSM4106771,,,,,,,no,,,,,GEO,SRA575769,,public,FDCD06E10C9212EA17A5298989C96A00,0F1FEB60E2F3CCB4F56F341B508C34F7
SRR10228537,2019-10-16 17:20:06,2019-10-03 15:52:25,23928684,1794651300,0,75,718,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/228/SRR10228537.sralite.1,SRX6948080,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP109627,PRJNA390893,,390893,SRS5475992,SAMN12909099,simple,9606,Homo sapiens,GSM4106772,,,,,,,no,,,,,GEO,SRA575769,,public,30BD567F9CF2CDAB374086CF081699B5,DBB1C610079A827483CD22757A2A7A6F
SRR7828575,2019-10-16 17:20:06,2018-09-13 20:45:50,37586621,3758662100,37586621,100,1901,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR007/828/SRR7828575.sralite.1,SRX4679544,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109627,PRJNA390893,,390893,SRS3773332,SAMN10058615,simple,9606,Homo sapiens,GSM3389367,,,,,,,no,,,,,GEO,SRA575769,,public,CCA1B2A8CE9BC2B94A99E848902843FF,D2CBE159D4C9025DEF7D04D8629CB201
SRR7828576,2019-10-16 17:20:06,2018-09-13 20:44:51,37514010,3751401000,37514010,100,1834,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR007/828/SRR7828576.sralite.1,SRX4679545,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109627,PRJNA390893,,390893,SRS3773333,SAMN10058613,simple,9606,Homo sapiens,GSM3389368,,,,,,,no,,,,,GEO,SRA575769,,public,2CC5E2D9DEA3F085C59CC39B178D60ED,4D6D10348D4F7B4FEB07C8440B608832
SRR10228533,2019-10-16 17:20:06,2019-10-03 15:51:43,20579314,1543448550,0,75,625,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/228/SRR10228533.sralite.1,SRX6948076,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP109627,PRJNA390893,,390893,SRS5475988,SAMN12909103,simple,9606,Homo sapiens,GSM4106768,,,,,,,no,,,,,GEO,SRA575769,,public,6F85A9DB0128E46405841DC685141B56,006151E54DC4F0AFCE7EAF40EAB5A91D
SRR10228534,2019-10-16 17:20:06,2019-10-03 16:03:32,28461216,2134591200,0,75,851,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/228/SRR10228534.sralite.1,SRX6948077,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP109627,PRJNA390893,,390893,SRS5475989,SAMN12909102,simple,9606,Homo sapiens,GSM4106769,,,,,,,no,,,,,GEO,SRA575769,,public,FB39BFCABC780EFED718E6DFF92B5C2C,68D1CEF03F42FA4F50D54FCC58D04AAB
SRR10228535,2019-10-16 17:20:06,2019-10-03 15:54:49,25525975,1914448125,0,75,770,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/228/SRR10228535.sralite.1,SRX6948078,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP109627,PRJNA390893,,390893,SRS5475990,SAMN12909101,simple,9606,Homo sapiens,GSM4106770,,,,,,,no,,,,,GEO,SRA575769,,public,9FBC28A9B01EF65D525178C78574BDA9,D25F16E8BE19349DA0C471E00304F413
SRR7828570,2019-10-16 17:20:06,2018-09-13 20:42:41,35856632,3585663200,35856632,100,1697,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/828/SRR7828570.sralite.1,SRX4679539,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109627,PRJNA390893,,390893,SRS3773334,SAMN10058621,simple,9606,Homo sapiens,GSM3389362,,,,,,,no,,,,,GEO,SRA575769,,public,DC3D8C3A93999FF3C6F27769B91E0927,E64D2B7AAB128C91215E74C9FF665164
